x,y,val
6.74099,3.11569,12.0098
18.3634,3.34238,17.25
4.59991,0.631978,10.8713
1.18403,8.807,16.1795
11.8694,7.65679,11.3816
18.7525,2.33518,17.3553
4.43633,5.54509,13.7799
6.88666,3.51158,12.0298
9.69752,3.73087,12.0152
13.4458,2.13222,12.3418
12.4483,5.07933,12.2311
12.4044,4.86073,12.2397
11.2861,2.50881,12.1529
0.459392,8.53096,18.4498
2.67535,1.1675,12.0624
14.8158,7.91345,12.0497
5.06199,9.82971,10.225
14.5147,4.27387,12.7948
0.781812,2.30574,17.1582
1.49878,3.81947,15.8133
10.1374,6.94002,11.4407
5.02004,6.25844,13.2014
12.2007,0.475327,12.2153
6.93255,7.94144,11.9315
3.66868,4.74343,14.4863
7.56605,7.3575,12.1243
13.8348,4.95882,12.7233
5.454,7.31108,12.5108
14.2125,6.13375,12.9017
19.8312,1.18131,19.2643
12.1347,8.33384,11.1117
9.97351,5.5203,11.7957
10.0075,1.36965,12.0558
1.29825,5.34361,16.812
18.5046,4.3153,17.6596
4.45479,2.3605,12.2142
17.1479,2.11977,14.7269
8.47938,5.54091,11.8041
15.4933,8.35824,16.568
19.0543,1.98894,17.7328
8.48034,8.04926,11.0964
7.8579,2.58902,11.9674
7.60248,7.59375,12.0433
6.40954,3.27881,12.0464
11.6935,7.12632,11.5579
7.60352,2.38147,11.9443
1.59553,6.52138,16.6073
7.34239,2.80775,11.9731
1.77572,6.43073,16.3366
1.94415,7.4216,15.7356
5.96007,0.74833,11.4777
8.79529,3.53831,12.0193
6.6663,4.47806,12.7514
15.4795,2.59118,14.3305
19.5237,1.77191,18.7139
5.72443,4.47631,13.1559
19.5573,8.18661,11.3268
2.39755,1.41021,12.6887
2.40346,1.2165,12.3708
11.1412,5.59312,11.8862
12.2503,9.37608,10.4957
0.879948,6.22771,17.7585
5.0248,9.51872,10.6267
1.90858,1.4923,13.4393
9.18055,5.00082,11.8982
6.33791,5.12163,12.8472
5.50866,2.49468,12.0129
3.25764,0.441736,10.6788
4.67144,7.44907,12.7735
3.59153,0.373707,10.5311
0.527224,1.54333,17.1474
9.67364,1.56265,12.033
9.11409,1.80543,11.9983
12.8878,8.74292,11.0783
18.1094,5.16787,17.2104
3.83616,3.81458,13.0056
3.3743,9.06361,11.8162
19.1737,3.38469,18.5398
13.0464,9.83556,10.384
2.21232,2.06654,13.801
9.45539,9.26892,10.7048
6.98209,8.84983,11.5399
2.93565,7.03378,14.5428
0.183144,1.19449,18.0836
13.2628,8.03509,11.5704
4.18466,4.78848,14.0776
18.2612,7.57739,13.7461
0.953663,2.64401,16.811
14.6048,2.73157,12.4637
10.6633,3.4183,12.0789
8.17725,3.59628,12.0279
15.22,6.48143,13.8512
13.6737,7.07607,12.2046
13.4969,7.15856,12.0879
11.5981,0.532264,12.1728
1.0906,5.63581,17.153
4.65833,5.10431,13.7108
4.84899,6.81333,13.0562
12.6198,2.70029,12.2891
8.17126,1.8338,11.9378
14.2979,6.46876,12.8581
5.49294,5.4886,13.1648
4.99267,7.53062,12.5586
2.01906,8.17069,14.9958
7.80673,5.73467,12.4477
3.57009,1.67848,12.1154
9.51065,7.23405,11.3308
17.5094,2.19958,15.2356
17.774,5.04025,16.8472
6.72589,7.90024,11.9587
5.38119,7.85235,12.1931
16.4239,4.31188,15.514
0.889422,3.54136,16.841
6.56702,9.80669,11.0379
4.27265,9.82762,10.2579
17.8252,1.08125,14.029
17.7547,0.180236,11.1274
3.60718,5.68792,14.3963
10.6558,1.28893,12.1041
2.6065,0.383513,10.7356
2.70433,3.82251,14.0854
4.61253,4.47874,13.7944
2.03806,6.15462,15.996
19.4751,1.58107,18.4684
11.0109,1.38973,12.1315
4.56741,2.67435,12.3124
19.8236,9.1445,12.0257
1.51578,2.82904,15.6157
14.2897,8.84987,11.4657
17.4508,5.82506,16.5261
10.7982,8.79235,10.7374
14.0398,6.41038,12.6971
6.5644,5.09285,12.7653
4.68267,0.175919,10.3077
19.559,6.97035,11.3053
1.27865,8.13821,16.5792
0.750551,2.64519,17.3642
10.8707,0.170956,12.118
12.2614,3.9788,12.2514
0.440487,2.51954,18.3392
9.33088,3.74807,12.0116
6.67021,8.93075,11.4501
6.84322,8.99305,11.4559
7.0645,0.970374,11.76
16.3154,9.38049,18.3285
14.5224,4.62882,12.9418
17.5341,6.47807,14.1642
7.49861,9.59426,11.4164
13.0713,5.12131,12.4179
14.3338,2.37664,12.4145
19.83,6.74214,11.1079
15.9752,0.430766,11.2987
5.02474,6.87564,12.931
14.6222,7.61778,12.2461
16.5695,2.08072,14.19
1.89615,4.73258,16.1308
19.833,5.60362,18.6481
5.03944,2.93168,12.2356
11.0251,1.73902,12.1333
12.6466,7.5858,11.5992
1.09207,2.17746,16.1587
4.34827,8.32802,12.1869
4.11216,1.14119,11.3939
0.472528,0.949549,15.2007
13.5906,0.177078,12.2928
10.8544,2.00926,12.1197
11.6679,3.94695,12.1595
3.03749,6.69923,14.6032
18.6718,1.96957,16.9121
7.78006,2.95228,11.9882
7.83125,3.14937,12.0002
7.36779,2.60441,11.9565
0.173913,3.16656,18.5038
19.8281,2.27085,19.6064
17.8504,1.43097,14.6971
2.59458,8.66419,13.3643
18.9563,7.98953,12.7188
5.89696,5.8134,12.9141
14.8245,2.07582,12.4007
2.49649,0.879139,11.7085
0.485584,5.53181,17.7357
4.90221,8.28998,11.9898
2.62633,9.51341,11.5512
19.2176,2.28224,18.2587
1.63512,8.62024,15.2885
6.55491,2.78407,11.9821
12.9814,7.46589,11.756
0.358087,7.64496,19.0721
5.48138,5.00985,13.2423
2.781,4.47681,15.2845
6.11144,6.33384,12.698
11.7154,6.92548,11.6328
14.606,8.75583,11.5574
9.46444,9.60726,10.6233
19.8215,4.52104,19.6443
4.96819,0.167368,10.5261
4.36684,0.712991,10.9274
17.7566,1.93001,15.2548
13.896,0.179566,12.3045
4.17887,3.82001,12.7783
10.2434,2.19385,12.0742
7.53654,5.51277,12.4809
1.9329,2.16481,14.3424
9.61982,6.67227,11.4975
12.5925,8.21351,11.2818
0.170886,0.728295,14.5625
16.8818,0.867029,12.3392
13.189,1.55741,12.2991
0.421169,4.9304,17.3201
16.6524,5.48963,15.7178
11.5358,8.17416,11.0921
7.50785,3.3562,12.0092
6.67669,1.96232,11.857
7.92194,3.82209,12.0378
12.963,0.444991,12.2632
0.897127,8.95145,16.7709
15.0733,6.82684,13.6047
1.5537,2.36172,15.2431
15.9524,6.77276,14.7006
3.50563,3.81289,13.2663
3.83705,8.7756,11.94
7.25388,7.09531,12.2286
4.07354,5.61723,14.0294
9.48391,5.18262,11.8546
8.87448,6.23532,11.6061
19.8283,0.846483,18.4346
9.09742,4.35972,11.988
0.178592,9.81752,17.1116
2.96455,2.37549,13.1933
3.68572,6.24883,14.1542
13.5984,3.47223,12.4646
5.64213,8.83066,11.3757
3.79513,9.51598,10.8316
7.21745,5.86493,12.5121
12.0274,8.67393,10.9054
16.7766,8.29384,16.1849
3.65835,0.922639,11.2449
19.2,4.06504,18.6481
16.8377,1.82984,14.055
4.28942,2.45488,12.3284
6.43843,9.21814,11.2337
16.5581,8.87858,17.2848
19.8188,3.50155,19.6769
12.5521,9.13484,10.7344
9.54158,4.05151,11.9957
0.174114,3.82541,17.5643
13.0267,3.35284,12.3676
13.9661,7.00084,12.3875
6.60268,3.59199,12.0512
4.92229,5.80124,13.4023
15.5558,5.28788,14.5869
0.800752,1.66576,16.3371
6.77499,8.24943,11.7944
6.69933,6.36545,12.5248
7.42834,1.21468,11.8307
8.19118,2.51165,11.9742
15.708,8.20487,16.3372
15.767,6.98445,14.7712
5.54439,6.95974,12.6593
10.5063,6.49709,11.596
11.7131,1.16875,12.1846
17.239,6.78742,14.4726
2.33841,9.62839,11.6333
14.2921,1.13603,12.3357
2.62146,6.01424,15.3049
9.70447,0.172101,12.026
11.0377,0.466314,12.131
1.16705,4.74532,16.7863
4.66638,9.52384,10.6469
7.09532,4.79286,12.5921
18.8924,7.46541,12.587
18.2765,2.22608,16.4078
4.15919,7.27503,13.2198
6.56403,1.2142,11.7144
7.6028,9.3978,11.4631
9.58523,3.19388,12.0291
10.6009,9.82654,10.128
5.7195,7.5444,12.2951
7.24301,0.70438,11.7662
13.5942,6.49402,12.4077
1.11446,7.61019,17.268
4.40402,3.56066,12.6252
4.24118,3.47298,12.7007
18.9469,5.34583,18.0927
1.27621,2.20034,15.7114
19.5557,3.57408,19.2183
19.4859,3.40613,19.0817
15.7201,7.49984,15.3717
0.708295,9.07808,17.1173
19.8229,1.69418,19.4934
11.8424,2.14262,12.2027
6.6382,5.25181,12.727
1.36625,3.21109,16.0031
15.4743,4.93309,14.7197
1.2012,8.44475,16.5028
4.71581,6.92736,13.0722
17.4904,5.21727,16.5576
16.9934,1.15491,13.0438
7.13935,6.17339,12.4787
3.6916,2.62377,12.7518
2.81408,5.09691,15.2269
14.0617,2.50182,12.4115
19.0104,2.5305,17.9629
11.6001,6.27506,11.8068
11.1756,0.165134,12.1409
1.1332,6.66763,17.4069
2.86856,2.81941,13.5878
13.8496,9.61433,11.0862
14.8406,7.37247,12.5264
4.38064,2.9392,12.4901
13.225,5.61223,12.4331
13.1113,5.73993,12.367
10.9153,9.63632,10.2438
10.1488,8.21444,11.0034
1.43432,7.11228,16.7901
0.162964,5.59605,18.0415
9.19565,5.64766,11.7576
14.7653,5.35961,13.4628
6.12908,9.14053,11.1859
6.6092,8.68357,11.5677
8.70565,5.74065,11.742
18.2623,4.94202,17.3802
4.30546,7.37337,13.0488
15.4732,2.07522,13.7939
11.3154,3.91481,12.1158
3.52177,0.660879,10.9384
0.791074,7.1538,18.1053
15.7017,2.62016,14.3903
7.23974,6.81395,12.3145
13.2742,3.15979,12.3906
2.6735,6.77706,14.9969
14.2253,3.81627,12.6164
16.5337,3.99478,15.536
18.8968,2.21054,17.5533
10.269,6.74187,11.5078
16.3153,1.27707,12.8691
6.1106,6.83038,12.5277
0.411962,1.79824,18.063
3.6309,9.824,10.3265
19.2458,5.25129,18.4233
13.7017,6.79948,12.3451
17.5398,3.21202,16.115
17.5962,5.00727,16.6582
1.23625,3.06,16.2363
1.79783,1.96607,14.343
11.3835,7.92569,11.187
5.01066,4.8594,13.519
17.9164,8.47765,15.2556
17.7112,8.53546,15.6592
13.012,4.7956,12.4099
6.65913,9.277,11.2809
17.9463,2.76129,16.334
18.9679,1.32072,16.9315
15.7635,9.40739,18.1572
14.5993,7.28724,12.5274
18.7865,7.13996,12.6896
6.40322,7.86565,11.999
2.83962,0.665869,11.1561
14.2354,6.82599,12.644
16.1525,5.57781,15.2002
7.84228,7.82267,11.9606
14.6425,2.37466,12.4249
4.68709,2.84645,12.3285
10.5185,5.59031,11.8159
18.3309,1.89154,16.1745
18.1034,3.9883,17.0991
13.9255,4.06819,12.6093
19.6029,5.82637,18.4931
9.37426,0.949241,12.0037
18.7547,0.680828,15.6506
16.5382,0.776639,11.9735
0.56641,7.17135,18.6184
4.76926,8.01394,12.286
10.5334,2.94053,12.0849
14.8396,6.921,13.1093
5.54344,8.1006,11.9752
10.7471,7.52605,11.285
4.52557,4.71124,13.8412
19.3303,4.91088,18.6667
12.3759,2.14974,12.2512
18.9807,3.49039,18.2419
5.88227,7.58277,12.2333
1.63713,5.81945,16.5161
15.4776,0.815635,12.0669
11.8438,2.66284,12.2055
8.88176,0.582085,11.9568
11.1848,3.3027,12.1291
2.80667,4.75746,15.2532
16.4224,6.67982,14.7491
11.7903,6.3012,11.8386
9.20055,6.75801,11.4646
11.9782,3.87005,12.2081
1.05813,3.11064,16.6029
12.9217,1.35061,12.2754
13.129,1.3067,12.2878
13.8259,7.32832,12.1423
3.73114,9.21032,11.3569
3.86327,9.32403,11.1198
9.32454,3.51805,12.0176
12.4122,0.167704,12.2282
18.9204,7.65118,12.6045
10.2871,9.82558,10.1645
6.0026,5.19732,12.9752
1.40996,0.472811,11.5605
14.0554,4.3293,12.6947
11.9479,5.43358,12.0614
6.76016,4.71853,12.7119
5.86862,6.99616,12.5307
15.3297,5.83953,14.179
0.799851,5.75571,17.5863
19.5293,7.64891,11.2324
0.473653,9.31222,17.3442
0.461776,9.13292,17.6735
1.5893,7.44664,16.3656
14.1893,4.00382,12.6518
4.94391,3.83099,12.407
15.9533,0.881136,12.1256
11.7321,4.28695,12.1491
3.69356,8.54908,12.3374
19.8323,8.41346,10.5824
7.21933,0.397742,11.7456
0.686206,3.53306,17.1756
17.6983,2.51764,15.7996
1.62551,5.49107,16.4837
19.4034,8.71168,12.239
15.5935,5.60477,14.5544
10.4701,0.760354,12.0884
16.3079,5.09521,15.4059
9.42348,3.26043,12.0235
5.71534,2.35042,11.9493
18.6108,0.464754,15.0092
17.6352,9.13673,16.9732
14.5016,7.02315,12.6996
18.4558,0.827673,15.042
18.6074,0.909106,15.5484
5.42252,5.81147,13.1283
1.26546,2.87339,16.1408
0.66505,2.8041,17.5928
2.17892,6.06131,15.8254
16.7276,5.82344,15.7884
1.79008,5.06126,16.256
16.3416,4.77201,15.4611
0.159661,7.86412,19.565
16.1986,7.37117,15.2416
19.0434,4.79834,18.3304
3.08703,4.47326,15.0031
11.2175,3.6303,12.1197
8.89709,1.10962,11.9673
14.0343,2.20085,12.3848
0.177492,4.68698,17.2885
16.514,2.3343,14.4483
1.70683,8.11021,15.6685
10.8539,7.71663,11.2207
13.5353,3.09403,12.4186
4.3949,2.72472,12.4044
7.06669,2.56082,11.9482
4.96925,0.97454,11.2714
5.22102,9.24873,10.9467
2.52377,5.27801,15.5033
16.1195,0.97895,12.3015
5.8093,1.9733,11.8347
18.7448,3.92702,17.9535
16.2097,0.666918,11.7045
17.6716,2.67173,15.8973
2.61439,7.0657,14.9271
10.6401,5.93763,11.7516
5.88017,7.85504,12.0752
16.7158,7.93912,15.7269
11.7561,2.98642,12.1953
13.0416,1.02848,12.2759
12.0706,5.58111,12.0645
4.091,8.46234,12.1805
16.7246,4.41714,15.7626
7.32128,4.99846,12.521
9.07375,6.86789,11.432
19.8471,5.29481,18.8835
5.93797,8.70723,11.4884
0.458447,0.670807,13.6778
12.8253,7.10838,11.8574
7.83323,8.72696,11.6511
10.8058,4.4106,12.0213
9.47279,0.400522,12.0073
5.94524,8.94956,11.2985
1.65684,3.23246,15.4873
1.12734,7.1589,17.3836
11.7698,6.57415,11.7565
6.98904,3.07256,11.9975
12.0307,1.7027,12.2145
7.15473,3.83683,12.03
6.60826,7.04888,12.3299
8.45921,6.58881,11.5076
3.70206,7.48745,13.4277
11.7553,5.68826,11.9739
13.1184,6.72385,12.1107
0.704134,3.82555,17.0535
7.55418,0.357983,11.7991
9.6887,0.492363,12.0257
8.47515,7.01426,11.3878
11.7814,9.06967,10.6333
6.94715,5.65091,12.5961
6.30526,0.984024,11.623
10.3532,2.61831,12.0783
6.73802,9.83429,11.1395
12.1159,5.92566,12.0071
19.5221,2.59337,19.0059
18.7086,7.82974,13.1289
3.2381,5.05896,14.8321
6.66083,5.80674,12.6514
3.17583,0.596886,10.9323
6.43607,8.19406,11.824
3.42832,2.50539,12.8755
18.1344,0.783965,14.1216
4.57668,5.24241,13.7436
19.8402,6.45706,11.3431
10.415,5.47303,11.8309
7.17269,3.31881,12.0102
9.32358,7.06428,11.3784
4.17765,8.07674,12.539
13.6883,3.81159,12.5202
8.50631,2.37556,11.981
13.4521,1.37976,12.3092
18.5644,5.83142,17.664
8.84177,1.41749,11.9701
5.69929,1.64556,11.7223
11.63,7.47494,11.4135
0.61529,1.20337,15.7951
2.32981,3.15837,14.4172
18.4991,8.96268,14.8407
19.5775,0.632242,17.4826
1.00844,7.92062,17.3585
18.7442,4.95144,17.9358
8.04832,2.42348,11.9641
9.52274,5.96696,11.6815
0.942212,2.95227,16.8658
17.7318,8.76222,16.025
7.83087,5.56823,12.448
7.36167,4.69602,12.4976
16.7496,2.73156,15.0025
6.94974,6.3571,12.4746
3.04568,6.08376,14.8259
13.6345,9.12907,11.1546
11.7309,5.18106,12.0556
1.47589,6.25131,16.7901
8.71453,1.56649,11.9649
1.6166,5.28772,16.4622
12.2353,5.31642,12.1473
3.43478,7.90837,13.2988
16.1286,7.86827,15.8278
16.6911,4.11007,15.6823
16.8461,2.17644,14.5131
5.04463,8.38131,11.8626
6.68579,8.40576,11.716
9.87623,5.25936,11.8434
0.604362,8.20001,18.2371
1.2035,7.94623,16.8879
18.1275,9.53524,16.9407
11.4737,0.169773,12.1629
5.21564,8.12322,12.0367
2.17351,6.85343,15.6436
2.36211,6.8932,15.3574
12.7226,0.87304,12.2534
10.5492,9.36736,10.4367
18.4081,6.70494,13.1876
3.06926,3.38019,13.6025
15.6839,1.32237,12.815
7.1243,9.55176,11.344
0.992332,4.91359,16.9626
15.6781,4.64985,15.0194
4.14959,5.40964,14.0169
14.3606,4.57384,12.8607
2.15692,2.73723,14.4592
7.08819,8.11462,11.8559
2.96476,7.55044,14.1448
15.4706,1.59193,13.1809
12.6994,4.27882,12.3335
10.0978,4.47334,11.9668
8.91222,2.23376,11.996
7.23434,8.42431,11.7334
18.5484,2.35929,16.9947
11.8687,1.64756,12.2007
14.4038,7.56575,12.2223
5.21059,2.32271,12.0015
15.4741,7.64128,15.5495
16.6619,1.5518,13.5028
13.4427,5.82019,12.5012
3.36049,0.165199,10.249
0.766858,9.22848,16.7826
3.29064,1.8882,12.4912
17.4886,6.92587,14.325
0.171956,6.82143,19.5615
0.17623,1.69193,19.0725
7.82948,9.62241,11.4459
14.5577,3.72155,12.6361
6.29039,5.27114,12.8501
3.34186,0.776512,11.144
17.8267,6.65563,13.9039
15.7268,1.83245,13.5295
16.4013,6.98825,14.9084
7.61499,9.84719,11.4081
17.9773,7.473,14.087
0.168163,0.399773,12.3733
19.2367,2.6343,18.4471
6.05528,1.85616,11.8059
19.8343,0.389751,17.4351
10.543,0.943451,12.0945
7.83061,6.77662,12.2846
5.00829,8.66838,11.5957
6.71531,7.72184,12.0399
12.5306,5.79825,12.15
5.42833,7.50792,12.4043
17.9048,9.02199,16.248
18.2398,1.52382,15.5586
6.17695,3.54216,12.0921
9.98653,8.86027,10.758
13.1922,6.21501,12.3004
5.53425,9.83272,10.2389
5.31153,7.21686,12.618
17.4446,5.51599,16.5173
19.6186,5.04566,18.9508
2.35277,8.90964,13.3541
18.5481,9.83628,15.8779
10.1736,2.79657,12.0641
2.47876,6.74135,15.2628
2.4266,7.33096,15.0273
4.75854,9.84326,10.2123
15.4587,3.99599,15.058
12.5006,3.26324,12.2884
2.11916,9.84586,11.278
10.6654,9.11416,10.5715
1.32182,3.82995,16.1006
12.5794,6.15744,12.0857
11.445,1.35486,12.1651
6.08144,0.164965,11.4279
2.27304,0.381377,10.8382
0.168619,0.156349,10.9327
9.32593,8.58212,10.9182
18.0238,9.84655,18.4557
1.88696,7.58432,15.7345
11.9993,1.00691,12.2048
4.94844,1.56865,11.6668
10.7469,1.47745,12.1115
11.0616,8.09157,11.0807
10.1363,7.91259,11.116
18.4987,1.48884,16.048
2.74507,6.32225,15.0835
14.5937,9.44525,11.3342
12.0587,7.24425,11.5902
13.1141,9.34306,10.8085
13.2536,2.89629,12.3701
8.99013,8.6641,10.9183
12.8729,6.32988,12.1415
1.36272,2.35389,15.6485
4.42199,7.93446,12.5275
16.5864,3.81645,15.5221
18.9929,9.39974,14.1816
9.90643,9.4418,10.5323
9.53687,0.997884,12.0172
2.37222,1.98188,13.4892
14.2699,9.56819,11.2445
10.1734,1.85916,12.0697
10.3451,8.18943,11.0117
13.3847,3.938,12.4722
8.78163,1.25671,11.9613
16.85,6.84356,14.7164
11.9352,9.25559,10.5327
10.0088,3.68384,12.027
13.883,9.29494,11.188
19.5207,9.16541,12.6726
9.37021,2.33864,12.0215
5.35274,3.35186,12.2308
2.05796,5.80447,15.9928
1.26438,9.83727,14.9992
19.2995,5.84488,18.3098
12.6301,6.40642,12.0351
16.6819,7.12413,14.9397
4.47865,7.17572,13.0694
0.171225,5.00822,17.4397
0.166988,8.72248,19.3097
4.44337,1.24339,11.4521
3.33355,6.843,14.214
5.49288,9.26752,10.9349
3.94513,4.67174,14.2685
13.5469,1.66519,12.3256
0.652458,5.39746,17.4741
1.27902,0.817445,12.8151
4.41038,4.95562,13.8982
18.5284,0.15466,14.489
13.7551,6.45802,12.5069
9.6584,8.98331,10.7561
18.417,7.65566,13.5453
4.65944,1.07822,11.3093
5.36615,0.539864,11.1484
17.2435,2.91464,15.5965
9.27414,4.28339,11.9845
3.21114,9.56385,10.9677
3.9525,5.27826,14.1933
12.938,3.49874,12.361
0.788108,6.56731,18.0669
0.716003,3.13959,17.3274
2.43391,0.169525,10.35
1.65457,0.398844,11.167
16.2059,8.9169,17.4159
2.70466,3.63945,14.0636
17.6943,5.5867,16.7752
19.3264,8.38223,12.1061
19.1385,8.44851,12.6622
16.5156,5.59223,15.5763
11.4749,5.50736,11.9552
2.77271,3.32389,13.9108
10.3552,8.48601,10.8891
2.85629,2.65448,13.5033
2.31242,8.15303,14.4949
2.86687,8.86001,12.6652
12.9998,8.56166,11.2139
6.93815,8.57862,11.6509
7.80209,2.25091,11.9427
9.42959,8.0874,11.0659
0.366481,5.24236,17.5456
11.1123,0.941543,12.1379
15.4547,1.29011,12.7561
10.5017,0.484483,12.0901
12.0719,9.83397,10.129
17.1548,8.31828,15.951
6.83569,4.93903,12.6785
9.94278,2.91879,12.049
19.5118,4.5266,19.0876
8.62334,3.73581,12.0276
10.9234,5.57754,11.8605
11.4362,4.07293,12.121
15.4613,7.35246,15.1298
10.4468,6.1592,11.6802
5.36399,3.1657,12.1987
19.2555,6.45305,11.9521
19.6038,4.77197,19.1384
4.26296,8.64708,11.8736
10.4153,0.167332,12.0829
11.9432,0.161365,12.1965
0.686938,5.0074,17.2155
18.6113,5.26184,17.7507
10.4793,4.90516,11.9325
12.1381,8.99804,10.7309
0.354314,4.47415,17.2019
17.3509,7.84294,15.1467
1.36218,4.46358,16.5977
13.6313,1.34812,12.3177
15.7493,4.06202,15.1275
3.27644,1.22504,11.7657
14.6448,6.80704,12.9859
19.0764,5.62678,18.1626
0.162176,2.69511,19.3308
9.66746,3.04687,12.0344
4.01371,7.37485,13.2573
17.1568,8.78856,16.7656
17.2102,8.93875,17.0262
15.0463,5.84216,13.776
14.2671,4.82029,12.9027
3.32519,4.71783,14.7815
7.27995,5.67664,12.5192
11.2729,6.33276,11.734
6.16727,4.74338,12.9436
18.3315,0.383045,13.9972
12.1854,3.35423,12.2459
12.1979,3.16472,12.2471
8.91787,8.92843,10.8584
6.45722,2.4747,11.9399
1.12862,1.18858,14.2238
0.526578,5.68875,17.8623
2.1189,7.12923,15.6067
19.4298,3.11349,18.9391
6.49269,8.38554,11.7198
3.25732,2.44302,12.974
3.21812,7.69081,13.7307
19.087,0.674725,16.487
10.5532,4.64327,11.9733
17.6418,7.46967,14.4948
19.839,4.67871,19.6342
4.73117,1.57601,11.6845
18.9243,1.88199,17.3672
8.60142,3.12983,12.0095
3.95805,4.95874,14.2337
15.748,2.35604,14.1446
16.917,4.68827,15.9606
4.87253,0.843606,11.1447
12.9024,9.59966,10.5106
11.8888,1.98305,12.2055
2.37433,1.75997,13.2149
8.46732,6.29651,11.5891
3.99579,2.35117,12.4118
6.0422,3.8381,12.1247
0.857528,9.55054,16.2394
0.674655,9.54207,16.6502
16.0667,5.85423,15.0889
6.45991,8.68528,11.5496
12.7151,4.60578,12.3317
0.958895,2.33983,16.658
12.4254,0.432016,12.23
7.82478,1.67209,11.9032
17.2166,6.46531,14.4116
4.55686,1.98646,11.9751
15.71,9.19802,17.8312
9.13152,7.89648,11.1308
9.62566,9.30294,10.6579
17.1289,3.49173,15.8377
18.8631,8.61278,13.5167
3.85006,5.93331,14.122
4.55255,6.27891,13.4764
0.765502,0.163313,10.7632
16.0752,9.82392,19.2018
17.5847,7.14791,14.342
18.4776,3.48981,17.4684
16.7973,0.166763,10.4802
0.396464,3.83475,17.4078
10.3022,7.26449,11.3469
15.4521,2.3963,14.1414
2.52621,0.607691,11.1901
7.73804,1.36062,11.8743
3.50772,0.997745,11.3831
5.65273,5.33923,13.1132
13.429,6.36684,12.3662
11.7774,5.49896,12.0139
2.61781,9.09427,12.5602
0.945486,1.17797,14.6502
3.73808,2.39374,12.5863
7.07118,7.35318,12.157
11.7098,8.06672,11.1685
14.2231,0.165146,12.3142
1.75351,6.24964,16.3803
12.2445,0.160442,12.2171
9.07368,0.829823,11.9772
11.2587,7.78855,11.2311
17.8922,7.65193,14.337
14.0451,1.52121,12.3438
17.7801,0.362519,12.0163
16.234,3.89206,15.3172
16.0518,3.8714,15.2175
13.0348,4.2405,12.4108
13.4893,1.96905,12.3363
2.80653,0.986999,11.6922
9.28143,3.17617,12.021
6.80292,2.53239,11.9442
16.5397,8.07676,15.9881
16.5703,8.2561,16.2305
7.28685,7.92708,11.929
8.18948,1.12912,11.9053
1.73787,9.01444,14.5203
1.86946,9.14175,13.9875
1.23783,3.5958,16.2434
18.6361,6.74848,12.8655
6.29732,3.00821,12.0271
3.21502,6.56907,14.4723
2.67037,7.62198,14.4658
19.3536,8.94243,12.7029
19.3109,7.19011,11.7246
2.21747,3.84204,14.7194
2.48168,6.0994,15.4498
9.44855,7.39118,11.2824
5.00476,2.57522,12.1362
18.2276,2.44471,16.5138
0.154181,9.29039,17.955
18.6521,4.54246,17.8549
2.81667,5.61545,15.1658
16.229,3.52654,15.1875
8.70666,9.44183,10.7816
16.6402,2.89552,15.0557
5.50933,2.10476,11.8881
4.94851,0.674461,11.0264
14.6366,4.38548,12.8637
1.70167,7.24013,16.2534
13.412,0.165367,12.2848
1.31048,9.08993,15.5312
1.35357,9.2521,15.2266
11.0006,2.31827,12.13
10.5719,9.64966,10.2547
14.8409,3.23402,12.5468
12.2673,8.82818,10.8614
6.80928,9.58539,11.2264
0.861279,1.00338,14.2785
1.79823,1.36233,13.3675
11.27,3.09751,12.143
7.60907,8.81963,11.6138
18.0504,1.24835,14.7723
18.0004,4.72228,17.0778
7.18989,9.04028,11.5003
16.5375,2.60196,14.7338
17.2524,0.158507,10.5608
7.00844,0.653317,11.7223
1.39827,5.05417,16.6416
12.3363,0.722968,12.2262
10.7596,2.16807,12.1118
1.55894,9.26495,14.6383
1.14864,5.27617,16.9436
0.663024,1.93139,17.2278
11.8843,6.8759,11.6847
19.1896,8.65907,12.7574
2.53663,8.89511,13.0673
13.7083,9.29315,11.1192
7.36297,9.01786,11.5312
7.13426,5.15292,12.5771
5.93998,7.29887,12.3681
13.5458,1.07037,12.3047
12.8342,0.55175,12.2566
2.92826,4.96006,15.1276
9.41133,5.47864,11.7946
1.91704,5.32557,16.1436
18.111,4.99338,17.2113
15.6842,9.84657,18.59
7.6522,1.65454,11.8884
14.8194,1.28458,12.3509
7.13704,3.62564,12.0253
5.22718,7.78251,12.2912
2.55791,3.10592,14.0938
9.03705,9.58902,10.7233
7.98879,0.565505,11.8633
14.1574,1.67998,12.3564
7.96465,2.73359,11.9791
10.5002,2.3128,12.0916
7.2961,9.52086,11.3918
4.52088,8.85188,11.528
4.69389,2.0792,11.9943
13.3524,6.99032,12.1024
12.0149,9.51697,10.3614
1.47095,1.27069,13.7247
7.3615,5.37641,12.5154
0.931633,1.77022,16.0965
16.6835,9.83606,19.5328
8.7512,7.59605,11.2219
7.85204,9.31656,11.4964
19.8361,0.1508,17.2348
15.4548,0.1561,11.3547
16.0772,2.33558,14.2247
17.499,6.64079,14.2232
13.5759,2.44966,12.3715
12.173,7.84705,11.3597
8.97168,7.64596,11.2063
11.6552,9.84164,10.1105
12.7611,1.61097,12.2705
2.24688,1.47277,12.9552
4.36138,0.159947,10.2274
9.80826,4.66157,11.9366
1.86139,8.40216,15.0518
4.97468,0.365089,10.7555
18.7856,5.61537,17.893
7.30361,9.84046,11.3526
